"videogamesLabel","aspectRatio","frequentlyUpdated","gameArtistLabel","gameEngineLabel","latestPreviewDate","latestPreviewVersion","latestReleaseDate","latestReleaseVersion","operatingSystemLabel","programmingLanguageLabel","resolution"
"Dragon Quest X",,,"ドラゴンクエストX 目覚めし五つの種族 オンライン","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"勇者斗恶龙X 觉醒的五种族 Online","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"ドラゴンクエストX 目覚めし五つの種族 オンライン","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"勇者斗恶龙X 觉醒的五种族 Online","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"ドラゴンクエストX 目覚めし五つの種族 オンライン","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"勇者斗恶龙X 觉醒的五种族 Online","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"ドラゴンクエストX 目覚めし五つの種族 オンライン","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"勇者斗恶龙X 觉醒的五种族 Online","Dragon Quest X",,,,,,,
"Dragon Quest X",,,"Dragon Quest X","Dragon Quest X",,,,,,,
"Final Fantasy XIV",,,"فاينل فانتازي XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"ファイナルファンタジーXIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"最终幻想XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"فاينل فانتازي XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"ファイナルファンタジーXIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"最终幻想XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"فاينل فانتازي XIV","最终幻想XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","最终幻想XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","最终幻想XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","最终幻想XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","最终幻想XIV",,,,,,,
"Final Fantasy XIV",,,"ファイナルファンタジーXIV","最终幻想XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","最终幻想XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","最终幻想XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","最终幻想XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","最终幻想XIV",,,,,,,
"Final Fantasy XIV",,,"最终幻想XIV","最终幻想XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","最终幻想XIV",,,,,,,
"Final Fantasy XIV",,,"فاينل فانتازي XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"ファイナルファンタジーXIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"最终幻想XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"فاينل فانتازي XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"ファイナルファンタジーXIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"最终幻想XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"فاينل فانتازي XIV","فاينل فانتازي XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","فاينل فانتازي XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","فاينل فانتازي XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","فاينل فانتازي XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","فاينل فانتازي XIV",,,,,,,
"Final Fantasy XIV",,,"ファイナルファンタジーXIV","فاينل فانتازي XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","فاينل فانتازي XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","فاينل فانتازي XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","فاينل فانتازي XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","فاينل فانتازي XIV",,,,,,,
"Final Fantasy XIV",,,"最终幻想XIV","فاينل فانتازي XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","فاينل فانتازي XIV",,,,,,,
"Final Fantasy XIV",,,"فاينل فانتازي XIV","ファイナルファンタジーXIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","ファイナルファンタジーXIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","ファイナルファンタジーXIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","ファイナルファンタジーXIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","ファイナルファンタジーXIV",,,,,,,
"Final Fantasy XIV",,,"ファイナルファンタジーXIV","ファイナルファンタジーXIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","ファイナルファンタジーXIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","ファイナルファンタジーXIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","ファイナルファンタジーXIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","ファイナルファンタジーXIV",,,,,,,
"Final Fantasy XIV",,,"最终幻想XIV","ファイナルファンタジーXIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","ファイナルファンタジーXIV",,,,,,,
"Final Fantasy XIV",,,"فاينل فانتازي XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"ファイナルファンタジーXIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"最终幻想XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"فاينل فانتازي XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"ファイナルファンタジーXIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"最终幻想XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"فاينل فانتازي XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"ファイナルファンタジーXIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"最终幻想XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"فاينل فانتازي XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"ファイナルファンタジーXIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"最终幻想XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"فاينل فانتازي XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"ファイナルファンタジーXIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"最终幻想XIV","Final Fantasy XIV",,,,,,,
"Final Fantasy XIV",,,"Final Fantasy XIV","Final Fantasy XIV",,,,,,,
"MagnaCarta 2",,,"マグナカルタ2","MagnaCarta 2",,,,,,,
"MagnaCarta 2",,,"MagnaCarta 2","MagnaCarta 2",,,,,,,
"MagnaCarta 2",,,"マグナカルタ2","マグナカルタ2",,,,,,,
"MagnaCarta 2",,,"MagnaCarta 2","マグナカルタ2",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","真・女神転生 STRANGE JOURNEY",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","真・女神転生 STRANGE JOURNEY",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"真・女神転生 STRANGE JOURNEY","真・女神転生 STRANGE JOURNEY",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","真・女神転生 STRANGE JOURNEY",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","真・女神転生 STRANGE JOURNEY",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"真・女神転生 STRANGE JOURNEY","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"真・女神転生 STRANGE JOURNEY","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"真・女神転生 STRANGE JOURNEY","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"真・女神転生 STRANGE JOURNEY","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Shin Megami Tensei: Strange Journey",,,"Shin Megami Tensei: Strange Journey","Shin Megami Tensei: Strange Journey",,,,,,,
"Eat Lead: The Return of Matt Hazard",,,,"Eat Lead: The Return of Matt Hazard",,,,,,,
"Eat Lead: The Return of Matt Hazard",,,,"Eat Lead: The Return of Matt Hazard",,,,,,,
"Eat Lead: The Return of Matt Hazard",,,,"Eat Lead: The Return of Matt Hazard",,,,,,,
"Eat Lead: The Return of Matt Hazard",,,,"EAT LEAD マット・ハザードの逆襲",,,,,,,
"Eat Lead: The Return of Matt Hazard",,,,"Eat Lead: The Return of Matt Hazard",,,,,,,
"Epic Mickey",,,,"Epic Mickey",,,,,,,
"Epic Mickey",,,,"إيبك ميكي",,,,,,,
"Epic Mickey",,,,"Micky Epic",,,,,,,
"Epic Mickey",,,,"Epic Mickey",,,,,,,
"Epic Mickey",,,,"Epic Mickey",,,,,,,
"Epic Mickey",,,,"Epic Mickey - La leggendaria sfida di Topolino",,,,,,,
"Epic Mickey",,,,"ディズニー エピックミッキー 〜ミッキーマウスと魔法の筆〜",,,,,,,
"Epic Mickey",,,,"Epic Mickey",,,,,,,
"Epic Mickey",,,,"Epic Mickey",,,,,,,
"F1 2010 (video game)",,,,"إف 1 2010 (لعبة فيديو)",,,,,,,
"F1 2010 (video game)",,,,"F1 2010",,,,,,,
"F1 2010 (video game)",,,,"F1 2010 (videojuego)",,,,,,,
"F1 2010 (video game)",,,,"F1 2010 (jeu vidéo)",,,,,,,
"F1 2010 (video game)",,,,"F1 2010",,,,,,,
"F1 2010 (video game)",,,,"F1 2010 (computerspel)",,,,,,,
"F1 2010 (video game)",,,,"F1 2010",,,,,,,
"F1 2010 (video game)",,,,"F1 2010 (jogo eletrônico)",,,,,,,
"F1 2010 (video game)",,,,"F1 2010",,,,,,,
"F1 2010 (video game)",,,,"F1 2010",,,,,,,
"F1 2010 (video game)",,,,"F1 2010 (video game)",,,,,,,
"Far Cry 3",,,,"فار كراي 3",,,,,,,
"Far Cry 3",,,,"Far Cry 3",,,,,,,
"Far Cry 3",,,,"Far Cry 3",,,,,,,
"Far Cry 3",,,,"Far Cry 3",,,,,,,
"Far Cry 3",,,,"Far Cry 3",,,,,,,
"Far Cry 3",,,,"Far Cry 3",,,,,,,
"Far Cry 3",,,,"Far Cry 3",,,,,,,
"Far Cry 3",,,,"Far Cry 3",,,,,,,
"Far Cry 3",,,,"Far Cry 3",,,,,,,
"Far Cry 3",,,,"Far Cry 3",,,,,,,
"Far Cry 3",,,,"孤岛惊魂3",,,,,,,
"Far Cry 3",,,,"Far Cry 3",,,,,,,
"Fragoria",,,,"Фрагория",,,,,,,
"Fragoria",,,,"Fragoria",,,,,,,
"G.I. Joe: The Rise of Cobra (video game)",,,,"جي. آي. جو: ذا ريس أوف كوبرا",,,,,,,
"G.I. Joe: The Rise of Cobra (video game)",,,,"G.I. Joe : Le Réveil du Cobra (jeu vidéo)",,,,,,,
"G.I. Joe: The Rise of Cobra (video game)",,,,"G.I. Joe: The Rise of Cobra (video game)",,,,,,,
"H.A.V.E. Online",,,,"H.A.V.E. Online",,,,,,,
"Karma II",,,,"大敵當前Online",,,,,,,
"Karma II",,,,"Karma II",,,,,,,
"King's Bounty: Armored Princess",,,,"King’s Bounty: Armored Princess",,,,,,,
"King's Bounty: Armored Princess",,,,"King's Bounty: Armored Princess",,,,,,,
"King's Bounty: Armored Princess",,,,"King’s Bounty: Wojownicza księżniczka",,,,,,,
"King's Bounty: Armored Princess",,,,"King’s Bounty: Принцесса в доспехах",,,,,,,
"King's Bounty: Armored Princess",,,,"国王的恩赐：戎装公主",,,,,,,
"King's Bounty: Armored Princess",,,,"King's Bounty: Armored Princess",,,,,,,
"Lasertank",,,,"Lasertank",,,,,,,
"Last Rebellion",,,,"ラストリベリオン",,,,,,,
"Last Rebellion",,,,"Last Rebellion",,,,,,,
"Left 4 Dead 2",,,,"لفت 4 ديد 2",,,,,,,
"Left 4 Dead 2",,,,"Left 4 Dead 2",,,,,,,
"Left 4 Dead 2",,,,"Left 4 Dead 2",,,,,,,
"Left 4 Dead 2",,,,"Left 4 Dead 2",,,,,,,
"Left 4 Dead 2",,,,"Left 4 Dead 2",,,,,,,
"Left 4 Dead 2",,,,"Left 4 Dead 2",,,,,,,
"Left 4 Dead 2",,,,"Left 4 Dead 2",,,,,,,
"Left 4 Dead 2",,,,"Left 4 Dead 2",,,,,,,
"Left 4 Dead 2",,,,"Left 4 Dead 2",,,,,,,
"Left 4 Dead 2",,,,"Left 4 Dead 2",,,,,,,
"Left 4 Dead 2",,,,"求生之路2",,,,,,,
"Left 4 Dead 2",,,,"Left 4 Dead 2",,,,,,,
"Lost Pig",,,,"Lost Pig",,,,,,,
"Machinarium",,,,"Machinarium",,,,,,,
"Machinarium",,,,"Machinarium",,,,,,,
"Machinarium",,,,"Machinarium",,,,,,,
"Machinarium",,,,"Machinarium",,,,,,,
"Machinarium",,,,"マシナリウム",,,,,,,
"Machinarium",,,,"Machinarium",,,,,,,
"Machinarium",,,,"Машинариум",,,,,,,
"Machinarium",,,,"机械迷城",,,,,,,
"Machinarium",,,,"Machinarium",,,,,,,
"Macross Ace Frontier",,,,"Macross Ace Frontier",,,,,,,
"Macross Ace Frontier",,,,"マクロスエースフロンティア",,,,,,,
"Macross Ace Frontier",,,,"Macross Ace Frontier",,,,,,,
"Mare Nostrum (video game)",,,,"Mare Nostrum (jogo eletrônico)",,,,,,,
"Mare Nostrum (video game)",,,,"Mare Nostrum (video game)",,,,,,,
"Mass Effect Galaxy",,,,"Mass Effect Galaxy",,,,,,,
"Mass Effect Galaxy",,,,"Mass Effect Galaxy",,,,,,,
"Mass Effect Galaxy",,,,"Mass Effect Galaxy",,,,,,,
"Mass Effect Galaxy",,,,"Mass Effect Galaxy",,,,,,,
"Mass Effect Galaxy",,,,"Mass Effect Galaxy",,,,,,,
"Mass Effect Galaxy",,,,"Mass Effect Galaxy",,,,,,,
"MechWarrior Online",,,,"MechWarrior Online",,,,,,,
"MechWarrior Online",,,,"MechWarrior Online",,,,,,,
"MechWarrior Online",,,,"MechWarrior Online",,,,,,,
"MechWarrior Online",,,,"MechWarrior Online",,,,,,,
"Mortal Kombat (2011 video game)",,,,"مورتال كومبات (لعبة فيديو 2011)",,,,,,,
"Mortal Kombat (2011 video game)",,,,"Mortal Kombat (videojuego de 2011)",,,,,,,
"Mortal Kombat (2011 video game)",,,,"Mortal Kombat (jeu vidéo, 2011)",,,,,,,
"Mortal Kombat (2011 video game)",,,,"Mortal Kombat (videogioco 2011)",,,,,,,
"Mortal Kombat (2011 video game)",,,,"Mortal Kombat (2011)",,,,,,,
"Mortal Kombat (2011 video game)",,,,"Mortal Kombat (gra komputerowa 2011)",,,,,,,
"Mortal Kombat (2011 video game)",,,,"Mortal Kombat (jogo eletrônico de 2011)",,,,,,,
"Mortal Kombat (2011 video game)",,,,"Mortal Kombat (игра, 2011)",,,,,,,
"Mortal Kombat (2011 video game)",,,,"Mortal Kombat (2011 video game)",,,,,,,
"Mystery Case Files: Return to Ravenhearst",,,,"Mystery Case Files: Return to Ravenhearst",,,,,,,
"Nelly Cootalot: Spoonbeaks Ahoy!",,,,"Nelly Cootalot: Spoonbeaks Ahoy!",,,,,,,
"Nelly Cootalot: Spoonbeaks Ahoy!",,,,"Nelly Cootalot: Spoonbeaks Ahoy!",,,,,,,
"Project Stealth",,,,"Project Stealth",,,,,,,
"Razing Storm",,,,"レイジングストーム",,,,,,,
"Razing Storm",,,,"Razing Storm",,,,,,,
"Resident Evil: The Darkside Chronicles",,,,"ريزدنت إيفل: ذا دارك سايد كرونيكلز",,,,,,,
"Resident Evil: The Darkside Chronicles",,,,"Resident Evil: The Darkside Chronicles",,,,,,,
"Resident Evil: The Darkside Chronicles",,,,"Resident Evil: The Darkside Chronicles",,,,,,,
"Resident Evil: The Darkside Chronicles",,,,"Resident Evil: The Darkside Chronicles",,,,,,,
"Resident Evil: The Darkside Chronicles",,,,"Resident Evil: The Darkside Chronicles",,,,,,,
"Resident Evil: The Darkside Chronicles",,,,"バイオハザード ダークサイド・クロニクルズ",,,,,,,
"Resident Evil: The Darkside Chronicles",,,,"Resident Evil: The Darkside Chronicles",,,,,,,
"Resident Evil: The Darkside Chronicles",,,,"Resident Evil: The Darkside Chronicles",,,,,,,
"Resident Evil: The Darkside Chronicles",,,,"生化危機 黑暗面編年史",,,,,,,
"Resident Evil: The Darkside Chronicles",,,,"Resident Evil: The Darkside Chronicles",,,,,,,
"Rolando (video game)",,,,"Rolando (Computerspiel)",,,,,,,
"Rolando (video game)",,,,"Rolando (jeu vidéo)",,,,,,,
"Rolando (video game)",,,,"Rolando",,,,,,,
"Rolando (video game)",,,,"Rolando (video game)",,,,,,,
"Samorost 2",,,,"Samorost 2",,,,,,,
"Samorost 2",,,,"Samorost 2",,,,,,,
"Shenmue III",,,,"Shenmue III",,,,,,,
"Shenmue III",,,,"Shenmue III",,,,,,,
"Shenmue III",,,,"Shenmue III",,,,,,,
"Shenmue III",,,,"Shenmue III",,,,,,,
"Shenmue III",,,,"莎木3",,,,,,,
"Spelunky",,,,"إسبلونكي",,,,,,,
"Spelunky",,,,"Spelunky",,,,,,,
"Spelunky",,,,"Spelunky",,,,,,,
