"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GamesYearComparator5Years record1Value","[0] GamesYearComparator5Years record2Value","[0] GamesYearComparator5Years record1PreprocessedValue","[0] GamesYearComparator5Years record2PreprocessedValue","[0] GamesYearComparator5Years similarity","[0] GamesYearComparator5Years postproccesedSimilarity","[1] GamesTitleComparatorJaccard record1Value","[1] GamesTitleComparatorJaccard record2Value","[1] GamesTitleComparatorJaccard record1PreprocessedValue","[1] GamesTitleComparatorJaccard record2PreprocessedValue","[1] GamesTitleComparatorJaccard similarity","[1] GamesTitleComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","sales_5184","wiki_31257","0.0",,"2013-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","0.0","0.0","Tiger Woods PGA Tour 14","Tiger Woods PGA Tour 08","tiger woods pga tour 14","tiger woods pga tour 08","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","sales_2559","wiki_29982","0.0",,"2007-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Final Fantasy XI: Wings of the Goddess","Final Fantasy XI Expansions","final fantasy xi: wings of the goddess","final fantasy xi expansions","0.375","0.0"
"LinearCombinationMatchingRule","sales_14341","wiki_44360","0.0",,"2013-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","0.0","0.0","Exstetra","Exception","exstetra","exception","0.0","0.0"
"LinearCombinationMatchingRule","sales_8141","wiki_50822","0.0",,"2012-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","0.0","0.0","Pro Evolution Soccer 2013","Pro Evolution Soccer 2018 Demo","pro evolution soccer 2013","pro evolution soccer 2018 demo","0.5","0.0"
"LinearCombinationMatchingRule","sales_8113","wiki_48621","0.0",,"2000-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","The Adventures of Cookie & Cream","The Adventures of Robbo","the adventures of cookie & cream","the adventures of robbo","0.5","0.0"
"LinearCombinationMatchingRule","sales_3392","wiki_29920","0.0",,"1998-01-01T01:01:01.000000001","1993-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","1993-01-01T01:01:01.000000001","0.0","0.0","CyberTiger","Cyberpunks","cybertiger","cyberpunks","0.0","0.0"
"LinearCombinationMatchingRule","sales_4861","wiki_31125","0.18",,"2001-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","0.6","0.6","NBA Live 2002","NBA Live 2000","nba live 2002","nba live 2000","0.5","0.0"
"LinearCombinationMatchingRule","sales_15399","wiki_17230","0.0",,"2013-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","0.0","0.0","The Legend of Heroes: Trails in the Sky Second Chapter","The Legend of Sword and Fairy 4","the legend of heroes: trails in the sky second chapter","the legend of sword and fairy 4","0.23076923076923078","0.0"
"LinearCombinationMatchingRule","sales_5303","wiki_29753","0.0",,"0000-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","0000-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","0.0","0.0","Dragon Ball Z: Budokai Tenkaichi 2 (JP sales)","Dragon Ball Z: Harukanaru Densetsu","dragon ball z: budokai tenkaichi 2 (jp sales)","dragon ball z: harukanaru densetsu","0.3","0.0"
"LinearCombinationMatchingRule","sales_2503","wiki_24770","0.0",,"1996-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","0.0","0.0","Casper","CastleVille","casper","castleville","0.0","0.0"
"LinearCombinationMatchingRule","sales_12738","wiki_50475","0.0",,"2006-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Point Blank DS (US sales)","Point Blank DS","point blank ds (us sales)","point blank ds","0.6","0.0"
"LinearCombinationMatchingRule","sales_15888","wiki_31964","0.0",,"2012-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","0.0","0.0","Romance of the Three Kingdoms XII","Romance of the Three Kingdoms IV: Wall of Fire","romance of the three kingdoms xii","romance of the three kingdoms iv: wall of fire","0.5555555555555556","0.0"
"LinearCombinationMatchingRule","sales_6152","wiki_34631","0.0",,"2010-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","0.0","0.0","Dead to Rights: Retribution","Dead to Rights","dead to rights: retribution","dead to rights","0.75","0.0"
"LinearCombinationMatchingRule","sales_10551","wiki_38192","0.0",,"2007-01-01T01:01:01.000000001","1984-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","1984-01-01T01:01:01.000000001","0.0","0.0","Draglade","Dropzone","draglade","dropzone","0.0","0.0"
"LinearCombinationMatchingRule","sales_6127","wiki_20315","0.0",,"2002-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","0.0","0.0","Street Hoops","Steel Horizon","street hoops","steel horizon","0.0","0.0"
"LinearCombinationMatchingRule","sales_5074","wiki_50825","0.059999999999999984",,"2011-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","0.19999999999999996","0.19999999999999996","Pro Evolution Soccer 2011 3D","Pro Evolution Soccer 2016 (myClub edition)","pro evolution soccer 2011 3d","pro evolution soccer 2016 (myclub edition)","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_4883","wiki_23851","0.3",,"2012-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","1.0","1.0","LEGO The Lord of the Rings","Lego The Lord of the Rings","lego the lord of the rings","lego the lord of the rings","1.0","0.0"
"LinearCombinationMatchingRule","sales_6254","wiki_31473","0.24",,"1996-01-01T01:01:01.000000001","1997-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","1997-01-01T01:01:01.000000001","0.8","0.8","Mobile Suit Gundam Side Story I: Senritsu no Blue","Mobile Suit Gundam: Side Story III - Sabakareshi Mono","mobile suit gundam side story i: senritsu no blue","mobile suit gundam: side story iii - sabakareshi mono","0.4166666666666667","0.0"
"LinearCombinationMatchingRule","sales_6644","wiki_47417","0.0",,"1999-01-01T01:01:01.000000001","1981-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","1981-01-01T01:01:01.000000001","0.0","0.0","Scrabble","Scram","scrabble","scram","0.0","0.0"
"LinearCombinationMatchingRule","sales_14647","wiki_51095","0.12",,"2012-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0.4","0.4","Botanicula","Borderlands","botanicula","borderlands","0.0","0.0"
"LinearCombinationMatchingRule","sales_979","wiki_21823","0.0",,"2013-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","0.0","0.0","The Legend of Zelda: The Wind Waker","The Legend of Spyro: Dawn of the Dragon","the legend of zelda: the wind waker","the legend of spyro: dawn of the dragon","0.3333333333333333","0.0"
